City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
120,carnarvon,-24.8667,113.6333,22.05,46,4,8.27,AU,1730938966
121,kirkwall,58.9848,-2.9587,10.54,93,0,2.57,GB,1730938967
122,labrador city,52.9463,-66.9114,0.1,77,100,27.27,CA,1730938968
123,fale old settlement,-9.3852,-171.2468,28.29,71,59,3.91,TK,1730938970
124,srandakan,-7.9386,110.2506,26.46,76,97,1.32,ID,1730938971
125,kenai,60.5544,-151.2583,7.05,72,0,1.54,US,1730938972
126,ingeniero jacobacci,-41.3427,-69.5448,15.12,20,49,5.0,AR,1730938974
127,north valley,35.1734,-106.6234,3.27,92,100,2.06,US,1730938975
128,batyrevo,55.0675,47.6111,-4.58,91,85,3.44,RU,1730938976
129,tazacorte,28.629,-17.9293,22.3,36,0,3.58,ES,1730938977
130,jamestown,42.097,-79.2353,14.8,95,20,2.68,US,1730938889
131,isafjordur,66.0755,-23.124,0.22,88,100,3.28,IS,1730938979
132,tazovsky,67.4667,78.7,-13.77,96,92,3.13,RU,1730938981
133,vavoua,7.3819,-6.4778,21.53,62,1,0.66,CI,1730938982
134,nabire,-3.3667,135.4833,28.43,76,95,0.4,ID,1730938983
135,saldanha,-33.0117,17.9442,16.03,77,1,5.59,ZA,1730938984
136,novyy urengoy,66.0833,76.6333,-17.29,99,37,1.71,RU,1730938986
137,mirwah gorchani,25.3093,69.0521,24.31,58,0,3.81,PK,1730938988
138,menongue,-14.6585,17.691,17.68,89,94,1.84,AO,1730938989
139,tralee,52.2704,-9.7026,15.49,83,90,5.57,IE,1730938990
140,greenville,35.6127,-77.3663,21.75,93,0,0.0,US,1730938991
141,champerico,14.3,-91.9167,27.62,83,95,4.42,GT,1730938992
142,klaksvik,62.2266,-6.589,11.19,96,100,14.53,FO,1730938994
143,sakaraha,-22.9,44.5333,23.37,67,100,1.57,MG,1730938995
144,talnakh,69.4865,88.3972,-8.7,94,100,3.65,RU,1730938973
145,freetown,8.484,-13.2299,26.27,78,0,1.65,SL,1730938997
146,zouerate,22.7187,-12.4521,26.92,15,8,2.3,MR,1730938998
147,tolanaro,-25.0319,46.9987,23.04,83,0,8.75,MG,1730938999
148,pacific grove,36.6177,-121.9166,22.06,69,0,4.12,US,1730939001
149,waitara,-38.925,174.25,16.67,70,100,3.08,NZ,1730939003
150,bredasdorp,-34.5322,20.0403,14.08,79,10,4.3,ZA,1730939004
151,pisco,-13.7,-76.2167,19.03,77,0,6.69,PE,1730939005
152,port saint john's,-31.6229,29.5448,14.43,76,68,2.23,ZA,1730939006
153,machiques,10.0644,-72.545,25.83,86,78,2.99,VE,1730938837
154,cody,44.5263,-109.0565,1.22,50,0,3.09,US,1730939009
155,lompoc,34.6391,-120.4579,20.23,52,0,4.12,US,1730939010
156,kharp,66.8014,65.8081,-10.21,90,19,3.7,RU,1730939011
157,newman,37.3138,-121.0208,18.91,39,2,0.89,US,1730939012
158,kyren,51.6828,102.1408,-0.89,86,13,0.71,RU,1730939013
159,tidjikja,18.5564,-11.4271,26.3,18,0,4.71,MR,1730939014
160,ocean city,39.2776,-74.5746,20.62,81,76,1.34,US,1730939016
161,flagstaff,35.1981,-111.6513,1.21,40,100,6.69,US,1730939017
162,port mathurin,-19.6833,63.4167,24.0,81,87,10.59,MU,1730939018
163,nianzishan,47.5167,122.8833,-6.14,47,14,1.45,CN,1730939019
164,campos belos,-13.0367,-46.7717,21.49,77,94,1.64,BR,1730939020
165,holualoa,19.6228,-155.9522,25.91,82,40,3.6,US,1730939021
166,bethlehem,-1.4558,-48.5044,28.02,69,0,5.66,BR,1730939023
167,saipan,15.1355,145.701,25.39,94,100,4.12,MP,1730939024
168,amos,48.5669,-78.1162,3.28,76,100,2.82,CA,1730939025
169,blythe,33.6103,-114.5964,20.25,11,0,8.75,US,1730939026
170,san patricio,28.017,-97.5169,25.97,79,8,2.72,US,1730939027
171,luang prabang,19.8856,102.1347,18.98,100,75,1.03,LA,1730938733
172,caleta de carquin,-11.0925,-77.6267,18.83,87,84,3.15,PE,1730939030
173,bubaque,11.2833,-15.8333,28.74,69,0,2.83,GW,1730939031
174,bainbridge,47.6262,-122.5212,12.72,73,19,1.34,US,1730939032
175,nadi,-17.8,177.4167,29.0,58,75,6.17,FJ,1730939033
176,rio grande,-32.035,-52.0986,20.07,95,99,6.54,BR,1730939034
177,utrik,11.2278,169.8474,28.58,79,100,8.86,MH,1730939035
178,west island,-12.1568,96.8225,26.99,83,75,8.75,CC,1730939036
179,bela vista,-22.1089,-56.5211,23.27,96,92,1.82,BR,1730939038
180,severodvinsk,64.5635,39.8302,2.68,89,99,8.17,RU,1730939039
181,palmer,42.1584,-72.3287,20.14,64,43,1.77,US,1730939040
182,alofi,-19.0595,-169.9187,25.94,47,75,5.14,NU,1730939041
183,bac lieu,9.285,105.7244,26.41,83,65,5.29,VN,1730938753
184,petropavlovsk-kamchatsky,53.0452,158.6483,-3.67,43,20,2.0,RU,1730939043
185,el calafate,-50.3408,-72.2768,7.5,63,24,3.33,AR,1730939045
186,igreja,15.0333,-24.3333,21.39,74,96,3.9,CV,1730939046
187,kochubey,44.3861,46.5825,6.64,72,100,7.5,RU,1730939047
188,lezhe,41.7836,19.6436,12.22,64,100,2.82,AL,1730939048
189,mount pearl,47.5166,-52.7813,10.08,97,100,5.14,CA,1730938829
190,pampierstad,-27.7832,24.6877,14.48,27,85,1.01,ZA,1730939050
191,pontianak,-0.0333,109.3333,24.99,100,75,1.54,ID,1730939052
192,novi ligure,44.7608,8.7896,8.63,88,100,0.49,IT,1730939053
193,happy valley-goose bay,53.3168,-60.3315,0.17,74,20,4.12,CA,1730938860
194,avarua,-21.2078,-159.775,24.03,57,96,3.6,CK,1730938922
195,usinsk,65.9939,57.5281,-6.88,95,100,4.09,RU,1730939053
196,kapa'a,22.0752,-159.319,28.18,81,40,8.23,US,1730939057
197,mahina,-17.5065,-149.489,28.87,79,40,4.12,PF,1730939059
198,raton,36.9034,-104.4391,-2.66,69,100,8.23,US,1730939060
199,bovalino,38.149,16.174,16.28,89,46,1.74,IT,1730939061
200,vanimo,-2.6741,141.3028,27.52,84,81,0.87,PG,1730939062
201,prince george,53.9166,-122.753,7.69,69,0,12.35,CA,1730939063
202,karratha,-20.7377,116.8463,33.95,18,76,8.05,AU,1730939064
203,stornoway,58.2093,-6.3865,13.98,88,100,8.75,GB,1730939065
204,broadstairs,51.3591,1.4394,11.44,91,100,3.64,GB,1730939067
205,sur,22.5667,59.5289,25.48,64,0,2.36,OM,1730939068
206,elin pelin,42.6667,23.6,-0.1,74,10,1.03,BG,1730939069
207,whitehorse,60.7161,-135.0538,1.17,74,20,1.54,CA,1730939071
208,bandon,51.7469,-8.7425,13.77,97,100,7.02,IE,1730939072
209,chui,-33.6971,-53.4616,15.64,95,41,2.27,UY,1730939074
210,coro,11.4045,-69.6734,27.22,83,90,4.52,VE,1730938896
211,senanga,-16.1167,23.2667,22.51,68,94,2.18,ZM,1730939077
212,camayenne,9.535,-13.6878,28.05,83,0,2.06,GN,1730939078
213,lhasa,29.65,91.1,-4.67,53,0,2.9,CN,1730939080
214,altar,30.7,-111.8167,21.05,23,3,6.33,MX,1730939081
215,al 'amarah,31.8406,47.1396,19.72,49,9,5.76,IQ,1730938936
216,dudinka,69.4058,86.1778,-7.64,95,100,6.15,RU,1730939083
217,sao jose da coroa grande,-8.8978,-35.1478,25.44,75,35,6.15,BR,1730939063
218,bonthe,7.5264,-12.505,26.12,82,0,2.2,SL,1730939085
219,partinico,38.0439,13.12,19.05,77,0,1.03,IT,1730939086
220,nuuk,64.1835,-51.7216,-7.66,73,20,5.14,GL,1730938931
221,xilin hot,43.9667,116.0333,0.27,72,56,2.27,CN,1730939089
222,aasiaat,68.7098,-52.8699,-15.23,91,83,3.17,GL,1730939090
223,teguise,29.0605,-13.564,19.12,88,0,1.54,ES,1730939091
224,choix,26.7092,-108.3219,27.14,34,3,4.22,MX,1730939092
225,la reforma,25.0833,-108.05,24.32,55,1,3.4,MX,1730939095
226,muravlenko,63.7898,74.523,-11.9,93,95,3.66,RU,1730939096
227,ludvika,60.1496,15.1878,3.19,87,57,0.97,SE,1730939098
228,gamawa,12.1343,10.5396,23.46,29,0,3.9,NG,1730939100
229,pangoa,-12.1167,-73.0,21.59,99,95,1.41,PE,1730939101
230,uturoa,-16.7333,-151.4333,26.95,79,30,3.79,PF,1730939102
231,horta,38.5333,-28.6333,14.45,77,11,1.79,PT,1730938891
232,ghadamis,30.1337,9.5007,21.07,37,87,3.96,LY,1730939105
233,st. john's,47.5649,-52.7093,10.54,96,100,5.14,CA,1730939107
234,ganshui,28.7422,106.7111,16.88,74,95,0.97,CN,1730939108
235,kingston,17.997,-76.7936,28.53,79,40,5.66,JM,1730939109
236,cide,41.8921,33.0044,8.81,65,0,3.27,TR,1730939110
237,mahibadhoo,3.7833,72.9667,27.94,75,82,3.44,MV,1730939112
238,talcahuano,-36.7167,-73.1167,14.82,77,0,6.17,CL,1730939113
239,sao joao da barra,-21.6403,-41.0511,23.92,86,0,9.24,BR,1730939114
240,tadine,-21.55,167.8833,25.16,66,42,4.55,NC,1730939115
241,cabo san lucas,22.8909,-109.9124,25.98,47,75,8.23,MX,1730939020
242,opuwo,-18.0607,13.84,21.59,40,82,1.46,NA,1730939118
243,usogorsk,63.4106,48.6872,-3.37,96,100,2.76,RU,1730939119
244,tobruk,32.0836,23.9764,19.32,63,1,4.21,LY,1730939120
245,umm kaddadah,13.6017,26.6876,22.68,23,6,7.28,SD,1730939121
246,howard springs,-12.497,131.047,31.66,76,51,1.17,AU,1730939122
247,dunda,-8.1167,34.25,21.5,61,62,1.04,TZ,1730939123
248,guatire,10.4762,-66.5427,23.48,98,100,1.16,VE,1730938947
249,ust-nera,64.5667,143.2,-27.72,98,59,1.53,RU,1730939126
250,pontalina,-17.525,-49.4472,20.96,86,41,1.57,BR,1730939127
251,nova sintra,14.8667,-24.7167,26.89,75,100,9.38,CV,1730939128
252,caernarfon,53.1413,-4.2702,12.89,94,40,1.03,GB,1730939129
253,slantsy,59.1182,28.0914,7.43,88,100,3.22,RU,1730939130
254,lebu,-37.6167,-73.65,11.0,71,80,5.74,CL,1730939132
255,mirny,62.5353,113.9611,-9.55,93,99,3.7,RU,1730939133
256,gusinoozyorsk,51.2833,106.5,-2.61,89,25,0.59,RU,1730939134
257,buzuluk,52.7807,52.2635,-8.7,97,63,2.57,RU,1730939135
258,kaihua,23.3687,104.28,12.94,89,100,1.51,CN,1730939136
259,hobyo,5.3505,48.5268,26.43,82,22,4.21,SO,1730939138
260,san carlos centro,-31.7286,-61.0919,23.47,57,62,3.36,AR,1730939139
261,hilo,19.7297,-155.09,27.84,76,100,6.17,US,1730939140
262,arraial do cabo,-22.9661,-42.0278,22.98,94,20,5.14,BR,1730939141
263,marquette,46.5333,-87.6335,3.69,92,63,1.66,US,1730939142
264,mtambile,-5.3833,39.7,25.6,85,48,2.84,TZ,1730939143
265,saint-philippe,-21.3585,55.7679,23.09,81,39,5.06,RE,1730939145
266,barranca,-10.75,-77.7667,18.5,86,89,2.55,PE,1730939146
267,ad dabbah,18.05,30.95,21.66,29,4,5.53,SD,1730939147
268,ancud,-41.8697,-73.8203,8.79,71,40,2.45,CL,1730939130
269,kampong speu,11.5,104.3333,23.5,90,70,2.86,KH,1730939149
270,suntar,62.1444,117.6319,-7.98,93,98,3.08,RU,1730939150
271,huadian,42.9633,126.7478,-0.43,51,59,1.05,CN,1730939152
272,meulaboh,4.1363,96.1285,24.92,86,95,1.33,ID,1730939153
273,salalah,17.0151,54.0924,25.05,78,0,1.03,OM,1730939155
274,tabou,4.423,-7.3528,25.57,84,7,2.97,CI,1730939156
275,alaca,40.1683,34.8425,0.58,85,0,1.74,TR,1730939158
276,natal,-5.795,-35.2094,26.12,73,0,6.69,BR,1730938810
277,gobabis,-22.45,18.9667,22.87,28,89,1.58,NA,1730939160
278,namibe,-15.1961,12.1522,19.77,86,87,2.78,AO,1730939161
279,palmas,-10.2128,-48.3603,24.84,82,100,0.83,BR,1730938457
280,sandnessjoen,66.0217,12.6316,8.84,96,100,6.86,NO,1730939112
281,borzya,50.3833,116.5167,-6.61,69,100,1.45,RU,1730939165
282,lao cai,22.4833,103.95,20.13,86,96,0.42,VN,1730939166
283,acarau,-2.8856,-40.12,25.89,82,100,8.31,BR,1730939167
284,sassandra,4.95,-6.0833,24.95,85,2,1.75,CI,1730939168
285,lazaro cardenas,17.9583,-102.2,27.42,76,35,2.6,MX,1730939169
286,ust'-uda,54.1742,103.0304,-1.75,88,80,1.34,RU,1730939171
287,anadyr,64.75,177.4833,-10.72,73,0,9.0,RU,1730939172
288,sandakan,5.8402,118.1179,26.82,88,20,3.6,MY,1730939174
289,gaigeturi,33.4644,126.3183,15.03,58,20,2.06,KR,1730939176
290,taltal,-25.4,-70.4833,17.0,77,27,2.11,CL,1730939177
291,qalat,32.1058,66.9083,13.66,31,0,1.13,AF,1730939179
292,malango,-2.9627,119.9001,23.28,81,45,0.89,ID,1730939180
293,stephenville,32.2207,-98.2023,18.41,55,0,2.57,US,1730939181
294,wamba,8.9333,8.6,22.91,44,6,1.9,NG,1730939182
295,rudbar,30.15,62.6,15.3,47,0,3.35,AF,1730939183
296,mandalgovi,45.7625,106.2708,0.2,44,20,1.82,MN,1730939185
297,istgah-e rah ahan-e garmsar,35.2346,52.3094,14.33,47,60,3.25,IR,1730939186
298,mantua,45.1667,10.7833,9.43,98,57,2.24,IT,1730939187
299,beni,0.5,29.4667,17.46,99,100,1.09,CD,1730939189
300,awjilah,29.1081,21.2869,17.64,44,0,2.88,LY,1730939190
301,saiha,22.4833,92.9667,16.39,90,3,1.6,IN,1730939192
302,nur-sultan,51.1801,71.446,-4.03,80,100,15.0,KZ,1730939068
303,plymouth,41.8334,-70.8328,19.52,84,0,3.6,US,1730939194
304,mar del plata,-38.0023,-57.5575,17.01,82,100,5.66,AR,1730938648
305,saint-denis,48.9167,2.3333,10.6,93,100,2.57,FR,1730939196
306,colonia,50.9333,6.95,8.36,87,100,2.06,DE,1730938947
307,chernyshevskiy,63.0128,112.4714,-9.4,94,99,3.48,RU,1730939199
308,nago,26.5881,127.9761,21.47,65,100,5.29,JP,1730939200
309,mount gambier,-37.8333,140.7667,17.73,46,28,3.96,AU,1730939201
310,mabaruma,8.2,-59.7833,25.53,89,63,1.21,GY,1730939202
311,benguela,-12.5763,13.4055,23.8,81,77,2.43,AO,1730939204
312,ocampo,21.65,-101.5,18.82,36,3,4.19,MX,1730939205
313,luderitz,-26.6481,15.1594,13.64,79,7,0.82,NA,1730939206
314,prince rupert,54.3161,-130.3201,10.05,100,100,11.32,CA,1730939208
315,pushkinskiye gory,57.0209,28.9103,7.44,84,59,3.37,RU,1730939209
316,lodwar,3.1191,35.5973,28.83,50,100,5.89,KE,1730939211
317,crane,31.3974,-102.3501,21.56,33,0,8.68,US,1730939212
318,puerto ayora,-0.7393,-90.3518,20.66,73,18,3.99,EC,1730939213
319,peace river,56.2501,-117.286,9.17,71,75,7.2,CA,1730939064
320,cill airne,52.05,-9.5167,15.19,89,100,5.65,IE,1730939215
321,debre werk',10.6667,38.1667,11.46,66,33,1.07,ET,1730939217
322,karatsu,33.4425,129.9697,18.84,25,69,0.89,JP,1730939218
323,cushing,35.9851,-96.767,15.06,58,0,2.06,US,1730939219
324,lodja,-3.4833,23.4333,20.8,99,100,0.33,CD,1730939220
325,marsabit,2.3284,37.9899,20.27,69,98,5.72,KE,1730939221
326,benghazi,32.1167,20.0667,18.83,64,0,3.34,LY,1730939016
327,quesnel,52.9999,-122.5029,9.28,49,75,6.17,CA,1730939224
328,kenora,49.8167,-94.4337,1.54,93,75,2.06,CA,1730939225
329,ipora,-16.4419,-51.1178,20.68,91,71,1.04,BR,1730939226
330,mizhhirya,48.5246,23.5056,3.84,51,1,1.33,UA,1730939228
331,mhamid,29.82,-5.72,21.91,23,0,2.15,MA,1730939229
332,belousovka,50.1339,82.5239,2.47,60,75,4.0,KZ,1730939230
333,petropavlivka,48.4564,36.4367,5.83,86,100,4.58,UA,1730939231
334,susuman,62.7833,148.1667,-32.14,100,93,0.35,RU,1730939232
335,zaozersk,69.4005,32.4476,1.2,97,100,5.04,RU,1730939233
336,hammerfest,70.6634,23.6821,7.25,93,100,11.32,NO,1730939234
337,zakamensk,50.3741,103.2863,-5.95,85,0,1.33,RU,1730939236
338,nadym,65.5333,72.5167,-17.15,99,46,1.18,RU,1730939237
339,pawcatuck,41.3773,-71.8337,20.38,89,0,3.09,US,1730939238
340,weno,7.4515,151.8468,30.97,70,75,3.09,FM,1730939239
341,melekeok village,7.4957,134.6367,30.31,70,75,3.6,PW,1730939240
342,seward,40.907,-97.0989,10.47,87,94,1.34,US,1730939084
343,codrington,-38.2667,141.9667,17.4,47,2,2.5,AU,1730939243
344,smithers,54.7804,-127.1743,10.18,76,100,2.57,CA,1730939244
345,north las vegas,36.1989,-115.1175,16.01,15,0,3.09,US,1730939245
346,nizhniy kuranakh,58.8353,125.4869,-13.21,95,96,2.15,RU,1730939246
347,jogeva,58.7467,26.3939,6.83,88,99,4.11,EE,1730939247
348,timbiqui,2.7717,-77.6654,24.63,89,100,1.89,CO,1730939249
349,queenstown,-31.8976,26.8753,8.9,76,65,1.8,ZA,1730939250
350,igarka,67.4667,86.5833,-10.11,95,100,5.44,RU,1730939251
351,badger,64.8,-147.5333,-2.86,87,20,1.54,US,1730939252
352,orchard homes,46.8633,-114.0484,4.08,60,40,2.57,US,1730939253
353,amble,55.3333,-1.5833,12.08,94,100,3.09,GB,1730939254
354,shohimardon,39.9839,71.8028,5.97,100,100,1.59,UZ,1730939256
355,touros,-5.1989,-35.4608,25.57,75,90,6.49,BR,1730939257
356,arkhangel'sk,64.5401,40.5433,2.06,100,100,4.0,RU,1730939258
357,waspan,14.7419,-83.9717,24.78,96,100,1.76,NI,1730939259
358,lihue,21.9789,-159.3672,27.77,76,40,8.23,US,1730939260
359,san luis de la loma,17.2706,-100.8939,26.92,81,52,1.58,MX,1730939262
360,zykovo,55.9519,93.1461,0.56,91,100,2.1,RU,1730939263
361,burang,30.25,81.1667,2.88,34,0,1.62,CN,1730939264
362,linares,-35.85,-71.6,16.11,60,17,1.86,CL,1730939265
363,barmer,25.75,71.3833,25.77,34,0,2.23,IN,1730939266
364,licheng,23.2955,113.8284,17.7,55,1,1.92,CN,1730939268
365,port elizabeth,-33.918,25.5701,11.29,92,20,1.54,ZA,1730939067
366,cockburn town,21.4612,-71.1419,27.87,74,8,9.99,TC,1730939024
